id,salary,age,name,gender,company,email,productCode,occupation,smoker,term,premium,sumassured,paymentType,policyStatus
5859,3057,30,Corinne Pace,female,CUBICIDE,corinnepace@cubicide.com,DDDD,AB,Yes,53,12,212799,Card,0
5860,2540,39,Elinor Espinoza,female,BUZZOPIA,elinorespinoza@buzzopia.com,AAA,AD,Yes,25,51,19747,DD,0
5861,2279,45,Erna Ingram,female,FOSSIEL,ernaingram@fossiel.com,DDDD,AD,No,19,81,87909,DD,1
5862,2043,22,Keri Dillard,female,PLAYCE,keridillard@playce.com,CCC,AA,Yes,59,11,274603,Card,0
5863,1482,28,Cherie Reilly,female,JETSILK,cheriereilly@jetsilk.com,DDDD,AC,Yes,16,104,189018,DD,1
5864,2236,57,Rosie Mann,female,KINETICA,rosiemann@kinetica.com,AAA,AD,No,7,104,213199,Card,0
5865,3812,47,Vazquez Swanson,male,ARCHITAX,vazquezswanson@architax.com,DDDD,AA,No,38,225,13446,Card,0
5866,1625,42,Gay Mason,female,NAMEGEN,gaymason@namegen.com,BBB,AB,Yes,13,62,172903,Card,1
5867,1229,22,Claudine Hancock,female,POLARIUM,claudinehancock@polarium.com,DDDD,AB,Yes,37,222,287972,DD,0
5868,1113,25,Patti Stephens,female,QUILK,pattistephens@quilk.com,BBB,AA,No,22,37,293370,Card,0
5869,1474,55,Tonia Livingston,female,DOGTOWN,tonialivingston@dogtown.com,DDDD,AC,No,10,11,159344,Card,1
5870,3689,38,Elma Bradford,female,ZIALACTIC,elmabradford@zialactic.com,DDDD,AB,Yes,46,173,270812,DD,0
5871,3783,33,Dillard Baldwin,male,EXTRAWEAR,dillardbaldwin@extrawear.com,BBB,AC,No,55,29,257671,DD,1
5872,2821,23,Cecilia Sharp,female,EXOBLUE,ceciliasharp@exoblue.com,DDDD,AA,Yes,37,262,15340,DD,0
5873,2265,58,Mullins Mays,male,QUANTASIS,mullinsmays@quantasis.com,BBB,AB,No,58,128,166348,Card,0
5874,3331,46,Eula Howard,female,OBLIQ,eulahoward@obliq.com,DDDD,AB,Yes,11,280,26615,Card,0
5875,1878,50,Debra Frazier,female,UNIWORLD,debrafrazier@uniworld.com,DDDD,AD,No,39,197,34691,Card,0
5876,2139,40,Allen Atkins,male,VERTIDE,allenatkins@vertide.com,DDDD,AA,Yes,60,81,230664,Card,0
5877,1538,52,Dejesus Richmond,male,ELECTONIC,dejesusrichmond@electonic.com,AAA,AB,No,59,101,74154,DD,0
5878,2867,54,Loraine Mcmahon,female,DIGIGEN,lorainemcmahon@digigen.com,BBB,AA,Yes,43,284,261399,Card,1
5879,2626,57,Gail Johnston,female,COSMOSIS,gailjohnston@cosmosis.com,DDDD,AC,Yes,12,146,17259,DD,1
5880,1373,29,Francis Owens,female,COWTOWN,francisowens@cowtown.com,CCC,AD,No,33,54,17326,Card,1
5881,1983,45,Nancy Merrill,female,ZENTIME,nancymerrill@zentime.com,DDDD,AA,No,27,193,257907,Card,1
5882,3639,40,Veronica Montgomery,female,BICOL,veronicamontgomery@bicol.com,CCC,AB,No,27,32,208378,Card,0
5883,2769,22,Guzman Leonard,male,EPLOSION,guzmanleonard@eplosion.com,BBB,AD,No,18,114,36096,DD,0
5884,2645,41,Alexander Lane,male,DYMI,alexanderlane@dymi.com,BBB,AD,No,28,26,286194,Card,1
5885,1236,35,Marie Miranda,female,DADABASE,mariemiranda@dadabase.com,BBB,AB,No,58,197,55008,Card,0
5886,3585,44,Macias Mclean,male,ZENTIA,maciasmclean@zentia.com,AAA,AA,Yes,52,211,89099,Card,0
5887,2718,50,Callahan French,male,BIOHAB,callahanfrench@biohab.com,DDDD,AD,No,56,186,42995,DD,0
5888,1387,30,Lang Casey,male,NETROPIC,langcasey@netropic.com,BBB,AA,No,7,203,156361,DD,1
5889,3417,57,Sheila Ball,female,INVENTURE,sheilaball@inventure.com,BBB,AB,Yes,51,127,20592,Card,1
5890,1781,24,Eunice Joyce,female,LOVEPAD,eunicejoyce@lovepad.com,BBB,AC,No,56,92,131221,Card,0
5891,2975,60,Camacho Ryan,male,QUARMONY,camachoryan@quarmony.com,BBB,AD,Yes,18,98,131901,DD,1
5892,3679,42,Tillman Brooks,male,ARTWORLDS,tillmanbrooks@artworlds.com,AAA,AA,Yes,21,23,37687,DD,0
5893,3386,44,Valenzuela Beasley,male,NIKUDA,valenzuelabeasley@nikuda.com,AAA,AD,No,49,44,220522,DD,1
5894,3635,54,Angelina Singleton,female,VIRXO,angelinasingleton@virxo.com,DDDD,AC,No,12,86,251432,DD,0
5895,3838,48,Jacklyn Coffey,female,COMDOM,jacklyncoffey@comdom.com,CCC,AD,No,11,241,119182,Card,1
5896,1639,31,Deanne Franklin,female,UTARIAN,deannefranklin@utarian.com,AAA,AB,Yes,51,229,187125,DD,0
5897,2168,51,Moss Morrison,male,VIXO,mossmorrison@vixo.com,BBB,AD,Yes,16,101,201440,DD,0
5898,3229,27,Sargent Copeland,male,APPLIDEC,sargentcopeland@applidec.com,DDDD,AB,No,49,29,129187,DD,0
5899,3457,58,Ramos Jensen,male,SURELOGIC,ramosjensen@surelogic.com,CCC,AB,Yes,28,205,65308,Card,1
5900,1154,34,Gina Best,female,GOKO,ginabest@goko.com,DDDD,AA,No,58,149,216047,DD,0
5901,1378,42,Carlene Young,female,ESSENSIA,carleneyoung@essensia.com,DDDD,AB,Yes,36,164,82391,DD,1
5902,3573,32,Karin Maldonado,female,DAIDO,karinmaldonado@daido.com,BBB,AC,No,28,48,30595,DD,0
5903,1753,44,Janna Roth,female,ISODRIVE,jannaroth@isodrive.com,AAA,AA,No,18,190,81317,DD,1
5904,1747,55,Logan Conway,male,FANGOLD,loganconway@fangold.com,CCC,AB,Yes,20,265,211069,DD,1
5905,2926,32,Karen Mcclain,female,CIPROMOX,karenmcclain@cipromox.com,BBB,AA,Yes,43,36,118587,Card,0
5906,2839,28,Lindsay Mcintyre,female,ACCUPRINT,lindsaymcintyre@accuprint.com,BBB,AB,Yes,5,267,81232,Card,1
5907,3029,37,Misty Sanders,female,SCENTRIC,mistysanders@scentric.com,BBB,AD,No,42,60,58677,Card,1
5908,2467,60,Dawson Hendricks,male,CENTICE,dawsonhendricks@centice.com,AAA,AC,Yes,60,248,179077,Card,1
5909,2529,43,Sonja Jones,female,ROBOID,sonjajones@roboid.com,AAA,AD,No,48,47,191935,DD,0
5910,1543,41,Clark Chavez,male,VENDBLEND,clarkchavez@vendblend.com,DDDD,AD,No,22,195,22512,Card,1
5911,3986,29,Latisha Solomon,female,KEGULAR,latishasolomon@kegular.com,BBB,AD,Yes,11,285,232439,Card,0
5912,1459,33,Sanchez Oneil,male,INSOURCE,sanchezoneil@insource.com,CCC,AC,No,19,160,212524,DD,0
5913,2494,57,Kendra Gilbert,female,VIAGRAND,kendragilbert@viagrand.com,CCC,AB,Yes,8,146,196997,Card,1
5914,1233,34,Lynette Padilla,female,PARCOE,lynettepadilla@parcoe.com,AAA,AB,Yes,38,263,199838,Card,1
5915,1233,34,Carroll Henson,male,BIZMATIC,carrollhenson@bizmatic.com,CCC,AA,No,30,157,277211,DD,0
5916,2739,21,Lauri Wells,female,TERASCAPE,lauriwells@terascape.com,DDDD,AA,Yes,20,67,296397,Card,1
5917,2782,43,Dorthy Craig,female,ZANITY,dorthycraig@zanity.com,BBB,AD,Yes,51,166,56218,Card,1
5918,2666,25,Selma Nieves,female,ZENSUS,selmanieves@zensus.com,DDDD,AC,No,23,136,290680,Card,0
5919,3145,40,Bradford Chaney,male,RECRITUBE,bradfordchaney@recritube.com,AAA,AD,No,7,91,285303,DD,0
5920,3975,36,Kathy Jacobs,female,GEEKMOSIS,kathyjacobs@geekmosis.com,AAA,AD,Yes,11,161,40377,Card,1
5921,3107,33,Harmon Berry,male,NETPLODE,harmonberry@netplode.com,DDDD,AA,No,38,97,51494,Card,0
5922,3239,59,Lewis Lara,male,DIGIGENE,lewislara@digigene.com,DDDD,AC,No,60,138,62600,Card,1
5923,3374,28,Adams Romero,male,KONGENE,adamsromero@kongene.com,DDDD,AD,Yes,9,188,101573,DD,1
5924,2593,29,Socorro Rivas,female,ISOPLEX,socorrorivas@isoplex.com,BBB,AC,No,32,25,187013,DD,0
5925,3603,21,Case Robinson,male,ARCTIQ,caserobinson@arctiq.com,BBB,AA,No,17,55,114790,Card,0
5926,3907,20,Coffey Hebert,male,GAPTEC,coffeyhebert@gaptec.com,DDDD,AB,No,24,126,85340,DD,1
5927,3363,37,Burt Cameron,male,COMTENT,burtcameron@comtent.com,CCC,AD,No,43,37,225466,DD,0
5928,1789,47,Delgado Cabrera,male,VANTAGE,delgadocabrera@vantage.com,CCC,AA,Yes,29,256,88020,Card,1
5929,1171,44,Sophia Pate,female,TSUNAMIA,sophiapate@tsunamia.com,BBB,AD,Yes,12,135,70688,Card,0
5930,2331,21,Everett Lambert,male,PHOTOBIN,everettlambert@photobin.com,DDDD,AB,Yes,34,11,150743,Card,1
5931,1211,56,Barbara Cantu,female,IRACK,barbaracantu@irack.com,AAA,AA,No,14,67,209395,DD,1
5932,2871,28,Ewing Herring,male,ZIORE,ewingherring@ziore.com,AAA,AD,No,55,184,294054,DD,1
5933,1524,36,Claire Sims,female,SONGBIRD,clairesims@songbird.com,DDDD,AD,Yes,50,168,155084,Card,1
5934,1401,42,Vargas Kirk,male,SOPRANO,vargaskirk@soprano.com,AAA,AC,Yes,36,56,114313,Card,1
5935,1213,26,Mcdonald Chapman,male,CUIZINE,mcdonaldchapman@cuizine.com,DDDD,AB,No,6,67,52629,DD,0
5936,2021,24,Helen Suarez,female,SARASONIC,helensuarez@sarasonic.com,DDDD,AD,No,12,241,286663,Card,0
5937,3647,47,Blackburn Kemp,male,BOILICON,blackburnkemp@boilicon.com,CCC,AD,Yes,51,296,299933,DD,0
5938,1933,32,Silva Bowman,male,ZOLARITY,silvabowman@zolarity.com,DDDD,AD,Yes,44,155,265267,DD,1
5939,2187,50,Casey Wolfe,female,PODUNK,caseywolfe@podunk.com,BBB,AB,Yes,47,204,99060,Card,1
5940,3414,24,Fannie Mercado,female,COMTOUR,fanniemercado@comtour.com,BBB,AD,No,15,253,115647,DD,1
5941,1499,33,Myrtle Ruiz,female,STRALUM,myrtleruiz@stralum.com,CCC,AA,No,19,157,82321,DD,1
5942,1459,25,Albert Moss,male,AMTAP,albertmoss@amtap.com,AAA,AA,Yes,55,152,247313,Card,1
5943,2260,35,Leona Carey,female,APPLICA,leonacarey@applica.com,BBB,AA,Yes,45,25,238445,DD,1
5944,3338,32,Alexis Bates,female,OVIUM,alexisbates@ovium.com,BBB,AB,No,19,285,289716,DD,0
5945,3214,23,Rosalie Murphy,female,IMAGEFLOW,rosaliemurphy@imageflow.com,CCC,AC,Yes,28,230,36460,DD,1
5946,3032,38,Regina Odom,female,UTARA,reginaodom@utara.com,DDDD,AC,No,24,43,268694,DD,0
5947,3330,55,Ginger Barnes,female,TALAE,gingerbarnes@talae.com,CCC,AB,No,33,138,172537,DD,0
5948,1754,26,Sloan Cohen,male,GYNKO,sloancohen@gynko.com,AAA,AA,No,52,246,226096,Card,1
5949,2144,22,Todd Obrien,male,ZOLAR,toddobrien@zolar.com,DDDD,AB,Yes,6,218,278614,Card,1
5950,2476,22,Marisol Herrera,female,KINETICUT,marisolherrera@kineticut.com,BBB,AC,Yes,24,10,128535,Card,1
5951,3889,42,Fields Keith,male,CYTREK,fieldskeith@cytrek.com,BBB,AD,Yes,17,154,61237,DD,0
5952,2772,23,Malinda Hale,female,PRIMORDIA,malindahale@primordia.com,BBB,AB,Yes,20,182,178670,Card,0
5953,2561,35,Donovan Brown,male,NORALEX,donovanbrown@noralex.com,DDDD,AC,Yes,17,77,271127,DD,0
5954,3982,30,Cote Fleming,male,MANGELICA,cotefleming@mangelica.com,DDDD,AB,Yes,23,264,266681,Card,0
5955,1784,21,Rena Levy,female,GEOFARM,renalevy@geofarm.com,BBB,AA,No,33,217,33996,DD,0
5956,3732,33,Ola Forbes,female,PYRAMIA,olaforbes@pyramia.com,BBB,AB,No,22,294,189995,Card,1
5957,3285,46,Vasquez Glover,male,CEDWARD,vasquezglover@cedward.com,DDDD,AB,Yes,11,228,89767,DD,0
5958,1316,42,Cunningham Mullen,male,SECURIA,cunninghammullen@securia.com,BBB,AA,No,53,48,259574,DD,0
5959,3368,48,Rae Lawrence,female,CORMORAN,raelawrence@cormoran.com,CCC,AA,No,44,126,230773,DD,0
5960,1610,58,Trevino Gonzales,male,DEVILTOE,trevinogonzales@deviltoe.com,DDDD,AB,Yes,53,45,278104,DD,0
5961,1264,29,Kathie Boyd,female,LIQUICOM,kathieboyd@liquicom.com,AAA,AB,Yes,18,82,153902,DD,1
5962,2727,42,Lizzie Robertson,female,AQUASSEUR,lizzierobertson@aquasseur.com,CCC,AC,Yes,16,24,29998,Card,0
5963,3551,44,Essie Miller,female,LYRICHORD,essiemiller@lyrichord.com,DDDD,AA,No,27,212,219058,DD,0
5964,2753,27,Howell Tucker,male,TETRATREX,howelltucker@tetratrex.com,DDDD,AB,Yes,46,111,45932,DD,0
5965,1594,48,Johnson Small,male,LUNCHPAD,johnsonsmall@lunchpad.com,CCC,AB,Yes,33,140,251026,Card,0
5966,3253,32,Murray Blair,male,COMVEX,murrayblair@comvex.com,AAA,AA,Yes,59,212,139883,DD,0
5967,1490,23,Karina Bush,female,NEPTIDE,karinabush@neptide.com,CCC,AD,Yes,12,35,277301,Card,1
5968,1021,36,Burton Harper,male,LIMOZEN,burtonharper@limozen.com,DDDD,AD,Yes,44,103,64898,DD,0
5969,1323,43,Sabrina Ratliff,female,SILODYNE,sabrinaratliff@silodyne.com,AAA,AA,Yes,28,186,14567,Card,1
5970,1388,45,Boyer Gates,male,VETRON,boyergates@vetron.com,AAA,AA,Yes,46,86,34746,Card,1
5971,3626,50,Robinson Welch,male,EARTHPURE,robinsonwelch@earthpure.com,AAA,AB,Yes,40,278,193826,Card,1
5972,3579,48,Claudette Blanchard,female,ROCKABYE,claudetteblanchard@rockabye.com,CCC,AA,Yes,57,86,163667,DD,0
5973,2344,50,Annabelle Rodriquez,female,UPLINX,annabellerodriquez@uplinx.com,DDDD,AA,Yes,43,115,213574,Card,0
5974,3314,58,Kelli Gibbs,female,GEEKFARM,kelligibbs@geekfarm.com,BBB,AD,Yes,18,282,237675,Card,1
5975,2249,23,Gwendolyn Monroe,female,NIXELT,gwendolynmonroe@nixelt.com,CCC,AA,No,23,162,222846,DD,0
5976,1060,38,Sharon Perez,female,COMBOT,sharonperez@combot.com,CCC,AC,No,43,183,76579,DD,1
5977,1727,27,Leah Peterson,female,ECRATIC,leahpeterson@ecratic.com,DDDD,AA,No,45,296,63538,DD,1
5978,1994,57,Blanchard Bell,male,ULTRIMAX,blanchardbell@ultrimax.com,DDDD,AC,No,56,37,290773,DD,1
5979,2404,54,Brooks Whitfield,male,YURTURE,brookswhitfield@yurture.com,CCC,AC,No,45,86,237172,Card,1
5980,2333,35,Paul Wilcox,male,AUSTEX,paulwilcox@austex.com,CCC,AD,Yes,52,239,273674,Card,1
5981,1074,50,Ladonna Deleon,female,EZENT,ladonnadeleon@ezent.com,AAA,AC,No,19,206,189534,DD,0
5982,3488,45,Augusta Valenzuela,female,QUILTIGEN,augustavalenzuela@quiltigen.com,BBB,AB,No,60,130,196358,Card,0
5983,3078,35,Collins Knowles,male,ASSITIA,collinsknowles@assitia.com,BBB,AD,Yes,48,231,64338,DD,0
5984,2988,45,Stacy Emerson,female,ZOINAGE,stacyemerson@zoinage.com,BBB,AD,Yes,38,265,261600,Card,1
5985,3525,26,Nellie Davenport,female,POLARIA,nelliedavenport@polaria.com,BBB,AA,No,51,220,222092,Card,0
5986,3471,31,Scott Hicks,male,ENDICIL,scotthicks@endicil.com,DDDD,AD,Yes,50,286,296651,Card,0
5987,2524,31,Mona Mcmillan,female,EXOSWITCH,monamcmillan@exoswitch.com,CCC,AC,No,8,123,100201,DD,1
5988,3053,42,Gilbert Solis,male,KIDGREASE,gilbertsolis@kidgrease.com,CCC,AC,No,11,34,152720,DD,0
5989,3467,22,Norris Bridges,male,UNISURE,norrisbridges@unisure.com,DDDD,AB,No,5,15,241913,DD,0
5990,3330,28,Jewel Griffin,female,ISOLOGICA,jewelgriffin@isologica.com,BBB,AA,Yes,12,283,280386,Card,0
5991,2762,42,Rebecca Santiago,female,APEXTRI,rebeccasantiago@apextri.com,CCC,AA,No,27,180,73973,Card,0
5992,2137,23,Cline Bauer,male,EXTRO,clinebauer@extro.com,BBB,AA,No,37,220,50288,DD,1
5993,2928,20,Nadine Walter,female,EVEREST,nadinewalter@everest.com,BBB,AD,No,22,200,104182,DD,0
5994,2664,45,Roth Patterson,male,EXTRAGENE,rothpatterson@extragene.com,BBB,AC,Yes,49,137,152355,Card,0
5995,3750,59,Kelsey Velez,female,BEDDER,kelseyvelez@bedder.com,AAA,AA,No,11,175,75450,Card,1
5996,3912,43,Cooper Vazquez,male,ONTALITY,coopervazquez@ontality.com,BBB,AC,Yes,35,181,8746,Card,1
5997,3675,37,Maritza Crawford,female,CORPULSE,maritzacrawford@corpulse.com,AAA,AC,No,49,208,37966,Card,0
5998,3230,20,Whitaker Benjamin,male,KOOGLE,whitakerbenjamin@koogle.com,CCC,AA,Yes,56,215,294724,Card,1
5999,2103,58,Robert Jenkins,female,ISOLOGIX,robertjenkins@isologix.com,AAA,AD,Yes,58,230,197462,Card,0
6000,2967,33,Snider Mitchell,male,ZILLATIDE,snidermitchell@zillatide.com,AAA,AD,No,28,116,29262,Card,0
6001,2559,60,Angelica Brewer,female,INSURETY,angelicabrewer@insurety.com,DDDD,AD,No,34,15,22293,DD,0
6002,2214,39,Foley Carr,male,TECHTRIX,foleycarr@techtrix.com,CCC,AD,Yes,16,299,286298,Card,1
6003,3586,40,Stuart Good,male,PAPRICUT,stuartgood@papricut.com,DDDD,AA,No,15,200,24772,DD,0
6004,1089,51,Mcknight Rosa,male,ZIZZLE,mcknightrosa@zizzle.com,DDDD,AB,No,5,145,159286,DD,0
6005,1796,36,Patrica Manning,female,LUXURIA,patricamanning@luxuria.com,AAA,AC,Yes,46,172,27747,Card,1
6006,2222,47,Moreno Key,male,QUINEX,morenokey@quinex.com,AAA,AD,No,21,163,187974,DD,1
6007,2523,36,Bettye Glenn,female,FANFARE,bettyeglenn@fanfare.com,BBB,AA,Yes,41,278,41932,DD,1
6008,1540,37,Moran Powers,male,ZYTRAX,moranpowers@zytrax.com,CCC,AA,No,11,269,206616,Card,1
6009,3349,36,Nona Blackwell,female,SURETECH,nonablackwell@suretech.com,BBB,AD,Yes,30,245,222215,DD,1
6010,2026,21,Fitzgerald Mccall,male,TWIGGERY,fitzgeraldmccall@twiggery.com,DDDD,AD,No,19,16,183781,Card,1
6011,2526,53,Vicki Tyson,female,ISOTERNIA,vickityson@isoternia.com,CCC,AA,No,9,94,224690,Card,0
6012,1855,47,Stella Flynn,female,BLEEKO,stellaflynn@bleeko.com,BBB,AA,No,12,221,288413,DD,0
6013,3015,42,Margie Joyner,female,SNOWPOKE,margiejoyner@snowpoke.com,CCC,AB,Yes,42,124,205238,DD,1
6014,3054,20,Jean Bullock,female,KONGLE,jeanbullock@kongle.com,BBB,AD,No,10,216,88042,DD,0
6015,3389,58,Melody Donaldson,female,AUSTECH,melodydonaldson@austech.com,AAA,AA,No,31,146,266966,DD,1
6016,2512,33,Lela Carney,female,QIAO,lelacarney@qiao.com,AAA,AB,Yes,30,222,261256,Card,1
6017,2068,56,Valentine Cochran,male,ROCKLOGIC,valentinecochran@rocklogic.com,AAA,AC,Yes,60,220,248881,Card,0
6018,1856,58,Zamora Mayer,male,ENTOGROK,zamoramayer@entogrok.com,BBB,AC,No,6,253,290102,DD,0
6019,2588,42,Ballard Maynard,male,CHILLIUM,ballardmaynard@chillium.com,DDDD,AD,Yes,17,197,66857,Card,0
6020,1335,27,Lawson Tanner,male,FISHLAND,lawsontanner@fishland.com,DDDD,AB,Yes,11,68,204698,DD,1
6021,3833,54,Greer Thompson,male,ZOLAVO,greerthompson@zolavo.com,CCC,AC,Yes,60,255,290353,Card,1
6022,2962,30,Hansen Taylor,male,MEDESIGN,hansentaylor@medesign.com,AAA,AA,Yes,42,93,143751,DD,1
6023,3999,54,Hyde Bradshaw,male,PUSHCART,hydebradshaw@pushcart.com,CCC,AB,No,29,208,74148,DD,0
6024,3008,26,Weber Hardy,male,ACCUFARM,weberhardy@accufarm.com,AAA,AB,Yes,17,50,250033,DD,1
6025,2906,41,Hubbard Mcintosh,male,NETERIA,hubbardmcintosh@neteria.com,BBB,AD,Yes,55,252,214248,Card,0
6026,1391,54,Phelps Norris,male,SUREPLEX,phelpsnorris@sureplex.com,CCC,AD,Yes,18,182,274494,DD,1
6027,2622,39,Lamb Henderson,male,LINGOAGE,lambhenderson@lingoage.com,CCC,AB,No,38,129,31599,Card,0
6028,1332,30,Welch Huber,male,QUINTITY,welchhuber@quintity.com,CCC,AA,No,21,65,150348,DD,1
6029,2965,32,Walker Fitzpatrick,male,ADORNICA,walkerfitzpatrick@adornica.com,DDDD,AA,Yes,17,18,221139,DD,0
6030,2428,54,Preston Mckay,male,MEGALL,prestonmckay@megall.com,BBB,AD,Yes,50,234,116726,Card,0
6031,3329,31,Abby Marshall,female,ZORROMOP,abbymarshall@zorromop.com,AAA,AC,Yes,41,14,142071,Card,0
6032,2176,31,Gertrude Cardenas,female,WAAB,gertrudecardenas@waab.com,DDDD,AA,Yes,41,140,141324,DD,0
6033,3054,51,Goldie Dalton,female,JASPER,goldiedalton@jasper.com,BBB,AB,Yes,40,102,60596,DD,0
6034,1771,35,Sheena Montoya,female,XIIX,sheenamontoya@xiix.com,DDDD,AD,Yes,13,49,135744,DD,0
6035,1270,39,Loretta Steele,female,COMBOGENE,lorettasteele@combogene.com,CCC,AD,Yes,30,117,122912,Card,1
6036,1381,26,Mosley Frye,male,XYMONK,mosleyfrye@xymonk.com,AAA,AA,Yes,33,55,30686,Card,1
6037,2797,43,Marissa Acevedo,female,MIRACULA,marissaacevedo@miracula.com,CCC,AB,No,40,141,101304,DD,1
6038,3247,45,Sybil Mejia,female,ANACHO,sybilmejia@anacho.com,BBB,AB,Yes,42,295,277971,Card,0
6039,2692,29,Madelyn Reeves,female,COMFIRM,madelynreeves@comfirm.com,BBB,AA,Yes,55,179,259983,Card,1
6040,2093,48,Wood William,male,RODEOCEAN,woodwilliam@rodeocean.com,CCC,AB,No,9,128,10601,Card,1
6041,1517,30,Deanna Bentley,female,BULLJUICE,deannabentley@bulljuice.com,BBB,AB,Yes,43,75,11148,Card,0
6042,3057,47,Lenora Carpenter,female,KYAGURU,lenoracarpenter@kyaguru.com,BBB,AC,No,11,236,75329,DD,1
6043,3304,56,Maynard Mcfadden,male,ZIPAK,maynardmcfadden@zipak.com,AAA,AC,Yes,29,107,220954,DD,1
6044,1443,29,Fran Roberson,female,EMERGENT,franroberson@emergent.com,CCC,AA,Yes,29,177,299530,Card,1
6045,3076,53,Joyce Rosales,female,NURPLEX,joycerosales@nurplex.com,DDDD,AA,Yes,14,277,281327,Card,1
6046,3619,43,Dillon Meyers,male,NIPAZ,dillonmeyers@nipaz.com,DDDD,AB,No,42,273,254687,Card,0
6047,3622,48,Hallie Winters,female,CINCYR,halliewinters@cincyr.com,DDDD,AD,No,14,201,233565,DD,0
6048,2313,39,Kate England,female,ZILLACON,kateengland@zillacon.com,AAA,AD,No,45,59,42477,DD,0
6049,3491,44,Florine Mendez,female,ISOTRONIC,florinemendez@isotronic.com,CCC,AA,Yes,13,101,121058,DD,1
6050,2632,45,Carol Curry,female,ZOXY,carolcurry@zoxy.com,CCC,AD,No,28,204,115331,DD,0
6051,2660,36,Mathews Walters,male,TINGLES,mathewswalters@tingles.com,AAA,AA,No,7,198,21650,DD,0
6052,3108,28,Rachel Santos,female,CYTRAK,rachelsantos@cytrak.com,AAA,AB,Yes,53,276,43332,Card,1
6053,3047,39,Lois Bonner,female,OZEAN,loisbonner@ozean.com,DDDD,AA,No,22,246,225102,DD,0
6054,2146,49,Benton Riggs,male,BULLZONE,bentonriggs@bullzone.com,DDDD,AC,No,58,111,299656,DD,0
6055,1222,51,Kramer Goodwin,male,UBERLUX,kramergoodwin@uberlux.com,DDDD,AD,No,40,176,73893,Card,0
6056,2410,30,Hardin Frank,male,SULTRAXIN,hardinfrank@sultraxin.com,BBB,AD,Yes,16,269,195148,DD,0
6057,1493,44,Pugh Dotson,male,CENTREXIN,pughdotson@centrexin.com,DDDD,AC,Yes,50,12,136006,DD,1
6058,1191,36,Cook Dawson,male,HOMETOWN,cookdawson@hometown.com,BBB,AC,Yes,60,226,11190,DD,1
6059,1302,44,Lottie Porter,female,BARKARAMA,lottieporter@barkarama.com,AAA,AA,Yes,23,235,18471,Card,1
6060,1977,39,Aileen Williams,female,FIREWAX,aileenwilliams@firewax.com,BBB,AA,Yes,57,266,175269,DD,0
6061,3987,35,Vivian Bishop,female,ZENTHALL,vivianbishop@zenthall.com,AAA,AA,Yes,60,17,173813,DD,1
6062,3433,46,Hunt Valdez,male,KENGEN,huntvaldez@kengen.com,AAA,AB,Yes,41,107,224567,DD,0
6063,2072,32,Bailey Martinez,male,PROXSOFT,baileymartinez@proxsoft.com,AAA,AA,No,5,295,199339,DD,0
6064,3099,35,Effie Hansen,female,BOINK,effiehansen@boink.com,DDDD,AC,No,16,125,108298,DD,1
6065,2948,55,Vonda Duncan,female,ACRODANCE,vondaduncan@acrodance.com,DDDD,AC,No,15,273,88051,Card,0
6066,2918,31,Maryann Webster,female,SHADEASE,maryannwebster@shadease.com,CCC,AA,No,52,162,107830,DD,1
6067,2108,52,Ella Wheeler,female,BOLAX,ellawheeler@bolax.com,CCC,AD,Yes,34,18,38145,DD,0
6068,1556,29,Carr Rutledge,male,ECOSYS,carrrutledge@ecosys.com,CCC,AB,Yes,57,187,46881,Card,0
6069,3122,38,Conley Hewitt,male,SNIPS,conleyhewitt@snips.com,CCC,AB,No,10,274,157966,Card,0
6070,3957,54,Prince Abbott,male,VELITY,princeabbott@velity.com,DDDD,AA,Yes,11,279,20839,Card,0
6071,2512,50,Hopper Bartlett,male,PETICULAR,hopperbartlett@peticular.com,DDDD,AB,Yes,40,112,111971,DD,1
6072,2883,21,Christian Burton,female,ACCIDENCY,christianburton@accidency.com,DDDD,AC,Yes,58,252,9056,DD,0
6073,2151,35,Koch King,male,ZUVY,kochking@zuvy.com,BBB,AA,Yes,42,48,81186,DD,1
6074,2464,26,Gordon Leach,male,EWAVES,gordonleach@ewaves.com,DDDD,AA,Yes,55,109,100214,DD,1
6075,2409,60,Ofelia Nash,female,GREEKER,ofelianash@greeker.com,AAA,AD,No,51,247,269405,DD,1
6076,2085,29,Kane Cunningham,male,MALATHION,kanecunningham@malathion.com,DDDD,AD,Yes,54,215,48450,Card,0
6077,2145,27,Long Savage,male,AVIT,longsavage@avit.com,BBB,AA,Yes,26,79,180027,DD,0
6078,3624,31,Ruthie Townsend,female,COMCUR,ruthietownsend@comcur.com,AAA,AD,Yes,10,71,106796,Card,1
6079,2142,34,Evangelina Whitehead,female,MAINELAND,evangelinawhitehead@maineland.com,DDDD,AA,Yes,53,154,230820,Card,0
6080,2692,49,Wagner Gilliam,male,NETBOOK,wagnergilliam@netbook.com,CCC,AC,No,56,15,291658,DD,1
6081,3281,58,Rosa Whitney,female,DUFLEX,rosawhitney@duflex.com,AAA,AA,Yes,60,61,263401,DD,1
6082,2138,60,Amie Elliott,female,WAZZU,amieelliott@wazzu.com,DDDD,AA,Yes,44,100,212859,Card,1
6083,2768,40,Samantha James,female,PORTICA,samanthajames@portica.com,AAA,AA,No,11,218,148600,DD,0
6084,2150,21,Hays May,male,NETILITY,haysmay@netility.com,AAA,AA,No,6,70,92932,Card,1
